Intro_loop.thisRepN,Intro_loop.thisTrialN,Intro_loop.thisN,Intro_loop.thisIndex,welcomeImage.started,welcomeImage.stopped,slide_changer.keys,slide_changer.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.298438294004882,None,space,0.5499031040017144,,001,2021_мар_01_0020,discounting_block,2020.2.10,60.07341800880992,
1,0,1,0,8.986469531002513,None,space,0.2772748569987016,,001,2021_мар_01_0020,discounting_block,2020.2.10,60.07341800880992,
2,0,2,0,9.359040161005396,None,space,0.28855156899953727,,001,2021_мар_01_0020,discounting_block,2020.2.10,60.07341800880992,
3,0,3,0,9.793880358003662,None,space,0.3206680840012268,,001,2021_мар_01_0020,discounting_block,2020.2.10,60.07341800880992,
4,0,4,0,10.203661532999831,None,space,0.42747794600290945,,001,2021_мар_01_0020,discounting_block,2020.2.10,60.07341800880992,
