discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin0.thisRepN,blockbegin0.thisTrialN,blockbegin0.thisN,blockbegin0.thisIndex,blockbegin2.thisRepN,blockbegin2.thisTrialN,blockbegin2.thisN,blockbegin2.thisIndex,choiceLeftLoop.thisRepN,choiceLeftLoop.thisTrialN,choiceLeftLoop.thisN,choiceLeftLoop.thisIndex,choiceRightLoop.thisRepN,choiceRightLoop.thisTrialN,choiceRightLoop.thisN,choiceRightLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,choiceResp.keys,choiceResp.rt,small_reward,Delay,result of chosen,delay of chosen,reward of chosen,total amount,block3.started,block3.stopped,block2.started,block2.stopped,block1.started,block1.stopped,repeatResp.keys,repeatResp.rt,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.044593216000067,None,space,9.836148936001337,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,1,9.731399473999772,16,3,You got it!,3,32,32,,,,,,,,,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.89979319899976,None,29.89979319899976,None,29.89979319899976,None,space,0.735437412000465,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,1.3974596680000104,18,3,You did not get it!,3,32,32,,,,,,,,,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.28583573400101,None,36.28583573400101,None,36.28583573400101,None,space,0.48445982900011586,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
2,0,2,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.9948119350010529,20,3,You got it!,1,20,52,,,,,,,,,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.047800737000216,None,40.047800737000216,None,40.047800737000216,None,space,1.8069014949996927,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
3,0,3,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,1.1452888210005767,18,3,You did not get it!,3,32,0,,,,,,,,,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,47.26736871600042,None,47.26736871600042,None,47.26736871600042,None,space,0.6386662709992379,space,71.77737320300002,47.931253254000694,None,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.84400609800105,None,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
4,0,4,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
4,0,4,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.97517797399996,None,space,1.1676032579998719,,001,2021_мар_06_1546,discounting_block,2020.2.10,60.06782847204478,
