Intro_loop.thisRepN,Intro_loop.thisTrialN,Intro_loop.thisN,Intro_loop.thisIndex,welcomeImage.started,welcomeImage.stopped,slide_changer.keys,slide_changer.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,3.528759735992935,None,space,3.0182355209981324,,001,2021_фев_28_2239,discounting_block,2020.2.10,59.92852181215463,
