discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,2.9863390089999484,None,space,0.5303632099999049,,001,2021_мар_06_1411,discounting_block,2020.2.10,59.72878484780448,
