Intro_loop.thisRepN,Intro_loop.thisTrialN,Intro_loop.thisN,Intro_loop.thisIndex,welcomeImage.started,welcomeImage.stopped,slide_changer.keys,slide_changer.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,2.857146593996731,None,space,0.7862054420038476,,001,2021_фев_28_2310,discounting_block,2020.2.10,60.15277951762906,
1,0,1,0,3.714980527998705,None,space,2.6110998919975827,,001,2021_фев_28_2310,discounting_block,2020.2.10,60.15277951762906,
2,0,2,0,6.3871668849969865,None,space,2.5066754709987435,,001,2021_фев_28_2310,discounting_block,2020.2.10,60.15277951762906,
3,0,3,0,8.969422495996696,None,space,3.10838770600094,,001,2021_фев_28_2310,discounting_block,2020.2.10,60.15277951762906,
4,0,4,0,12.140224987000693,None,space,2.387697168000159,,001,2021_фев_28_2310,discounting_block,2020.2.10,60.15277951762906,
