discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin0.thisRepN,blockbegin0.thisTrialN,blockbegin0.thisN,blockbegin0.thisIndex,blockbegin2.thisRepN,blockbegin2.thisTrialN,blockbegin2.thisN,blockbegin2.thisIndex,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,5.804250795999906,None,space,16.94388338600038,,001,2021_мар_15_1123,discounting_block,2020.2.10,59.89229114097875,
