discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin0.thisRepN,blockbegin0.thisTrialN,blockbegin0.thisN,blockbegin0.thisIndex,blockbegin2.thisRepN,blockbegin2.thisTrialN,blockbegin2.thisN,blockbegin2.thisIndex,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,text_4.started,text_4.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,2.9715737120000085,None,space,0.46130650299983245,,,,,,,,001,2021_мар_06_1429,discounting_block,2020.2.10,60.08311934769858,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,3.502583015000255,None,,,,,,001,2021_мар_06_1429,discounting_block,2020.2.10,60.08311934769858,
0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,001,2021_мар_06_1429,discounting_block,2020.2.10,60.08311934769858,
0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,5.581408751000254,None,space,3.501359158000014,,001,2021_мар_06_1429,discounting_block,2020.2.10,60.08311934769858,
