Intro_loop.thisRepN,Intro_loop.thisTrialN,Intro_loop.thisN,Intro_loop.thisIndex,welcomeImage.started,welcomeImage.stopped,slide_changer.keys,slide_changer.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,7.601768114996958,None,space,0.4527513409993844,,001,2021_фев_28_2353,discounting_block,2020.2.10,59.95849720793628,
1,0,1,0,8.182685407999088,None,space,0.28852493099839194,,001,2021_фев_28_2353,discounting_block,2020.2.10,59.95849720793628,
2,0,2,0,8.583867264998844,None,space,0.33566846400208306,,001,2021_фев_28_2353,discounting_block,2020.2.10,59.95849720793628,
3,0,3,0,9.099802678996639,None,space,0.6564122560012038,,001,2021_фев_28_2353,discounting_block,2020.2.10,59.95849720793628,
4,0,4,0,9.864899396998226,None,space,0.6231328709982336,,001,2021_фев_28_2353,discounting_block,2020.2.10,59.95849720793628,
