discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin0.thisRepN,blockbegin0.thisTrialN,blockbegin0.thisN,blockbegin0.thisIndex,blockbegin2.thisRepN,blockbegin2.thisTrialN,blockbegin2.thisN,blockbegin2.thisIndex,choiceLeftLoop.thisRepN,choiceLeftLoop.thisTrialN,choiceLeftLoop.thisN,choiceLeftLoop.thisIndex,choiceRightLoop.thisRepN,choiceRightLoop.thisTrialN,choiceRightLoop.thisN,choiceRightLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,choiceResp.keys,choiceResp.rt,small_reward,Delay,result of chosen,delay of chosen,reward of chosen,total amount,block3.started,block3.stopped,block2.started,block2.stopped,block1.started,block1.stopped,repeatResp.keys,repeatResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8882980379999026,None,space,0.41473194399986824,,,,,,,,,,,,,,,,,,001,2021_мар_10_1421,discounting_block,2020.2.10,59.80497871536439,
0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,1,0.5617960829999902,16,3,You got it!,3,32,32,,,,,,,,,,001,2021_мар_10_1421,discounting_block,2020.2.10,59.80497871536439,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.008067833000041,None,8.008067833000041,None,8.008067833000041,None,space,0.1292664530001275,,001,2021_мар_10_1421,discounting_block,2020.2.10,59.80497871536439,
1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,1,1.6308199350000905,18,3,You got it!,1,18,50,,,,,,,,,,001,2021_мар_10_1421,discounting_block,2020.2.10,59.80497871536439,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.931296753999959,None,11.931296753999959,None,11.931296753999959,None,space,0.4071664130001409,,001,2021_мар_10_1421,discounting_block,2020.2.10,59.80497871536439,
2,0,2,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.5983014449998336,16,3,You got it!,1,16,66,,,,,,,,,,001,2021_мар_10_1421,discounting_block,2020.2.10,59.80497871536439,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.095982662000097,None,15.095982662000097,None,15.095982662000097,None,space,0.6269717729996955,,001,2021_мар_10_1421,discounting_block,2020.2.10,59.80497871536439,
3,0,3,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,1,0.6323814369998217,14,3,You got it!,1,14,0,,,,,,,,,,001,2021_мар_10_1421,discounting_block,2020.2.10,59.80497871536439,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5003129480001,None,18.5003129480001,None,18.5003129480001,None,space,0.6238685859998441,,,,,,,
