discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin0.thisRepN,blockbegin0.thisTrialN,blockbegin0.thisN,blockbegin0.thisIndex,blockbegin2.thisRepN,blockbegin2.thisTrialN,blockbegin2.thisN,blockbegin2.thisIndex,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,text_4.started,text_4.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,3.790220312999736,None,space,0.7817270770001414,,,,,,001,2021_мар_06_1415,discounting_block,2020.2.10,60.016329242822984,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,4.641724637999687,None,,,,001,2021_мар_06_1415,discounting_block,2020.2.10,60.016329242822984,
0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,5.705749034999826,None,,001,2021_мар_06_1415,discounting_block,2020.2.10,60.016329242822984,
