discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin.thisRepN,blockbegin.thisTrialN,blockbegin.thisN,blockbegin.thisIndex,choiceLeftLoop.thisRepN,choiceLeftLoop.thisTrialN,choiceLeftLoop.thisN,choiceLeftLoop.thisIndex,choiceRightLoop.thisRepN,choiceRightLoop.thisTrialN,choiceRightLoop.thisN,choiceRightLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcomeResp.keys,welcomeResp.rt,welcome_text_2.started,welcome_text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,onesecond.started,onesecond.stopped,seven_second.started,seven_second.stopped,choiceResp.keys,choiceResp.rt,small_reward,Delay,result of chosen,delay of chosen,reward of chosen,total amount,block3.started,block3.stopped,block2.started,block2.stopped,block1.started,block1.stopped,repeatResp.keys,repeatResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,space,27.47967710699959,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_фев_25_1159,discounting_block,2020.2.10,59.81112472205816,
,,,,,,,,,,,,,,,,,,,,,,,,,,39.8311479820004,None,space,9.71992804599904,41.83143729200128,None,,,,,,,,,,,,,,,,,,,,,,001,2021_фев_25_1159,discounting_block,2020.2.10,59.81112472205816,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,31.861585558001025,32.86247150300005,32.849614081000254,39.864748101999794,,,,,,,,,,,,,,,,,,001,2021_фев_25_1159,discounting_block,2020.2.10,59.81112472205816,
0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_фев_25_1159,discounting_block,2020.2.10,59.81112472205816,
0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1.4189301379992685,16,1,You got it!,1,32,32,,,,,,,,,,001,2021_фев_25_1159,discounting_block,2020.2.10,59.81112472205816,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.232304503000705,None,57.232304503000705,None,57.232304503000705,None,space,12.45799695200003,,001,2021_фев_25_1159,discounting_block,2020.2.10,59.81112472205816,
1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,2,5.003857308000079,18,1,You did not get it!,1,32,32,,,,,,,,,,001,2021_фев_25_1159,discounting_block,2020.2.10,59.81112472205816,
