discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin0.thisRepN,blockbegin0.thisTrialN,blockbegin0.thisN,blockbegin0.thisIndex,blockbegin2.thisRepN,blockbegin2.thisTrialN,blockbegin2.thisN,blockbegin2.thisIndex,choiceLeftLoop.thisRepN,choiceLeftLoop.thisTrialN,choiceLeftLoop.thisN,choiceLeftLoop.thisIndex,choiceRightLoop.thisRepN,choiceRightLoop.thisTrialN,choiceRightLoop.thisN,choiceRightLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,choiceResp.keys,choiceResp.rt,small_reward,Delay,result of chosen,delay of chosen,reward of chosen,total amount,block3.started,block3.stopped,block2.started,block2.stopped,block1.started,block1.stopped,repeatResp.keys,repeatResp.rt,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.6927514509999924,19,1,You got it!,1,32,168,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.17667929200002,None,59.17667929200002,None,59.17667929200002,None,space,2.142446025999959,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
10,0,10,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.21289249400001609,20,1,You got it!,1,20,188,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,63.69517153099997,None,63.69517153099997,None,63.69517153099997,None,space,0.52496109599997,space,1.0246835799999872,64.245189315,None,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.33937159700002,None,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
11,0,11,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
11,0,11,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.40726181500003,None,space,0.917394384999966,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
11,0,11,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,3.6375404940000067,16,15,You got it!,15,32,220,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.10525144100001,None,102.10525144100001,None,102.10525144100001,None,space,2.242697445000033,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
12,0,12,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,1.092986762999999,18,15,You got it!,1,18,238,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.60686338199997,None,107.60686338199997,None,107.60686338199997,None,space,0.2088100339999528,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
13,0,13,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.39716618800002834,16,15,You got it!,15,32,270,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.36228116799998,None,124.36228116799998,None,124.36228116799998,None,space,0.07452275200000713,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
14,0,14,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,1.19788041999999,18,15,You got it!,1,18,288,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.79463018000001,None,127.79463018000001,None,127.79463018000001,None,space,0.30925451600000997,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
15,0,15,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.46058625599999914,16,15,You did not get it!,15,32,288,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.70812342699998,None,144.70812342699998,None,144.70812342699998,None,space,0.9676058740000144,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
16,0,16,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,2.0525258160000135,17,15,You got it!,1,17,305,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.869069406,None,149.869069406,None,149.869069406,None,space,1.3746479239999871,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
17,0,17,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.7609885690000056,16,15,You got it!,15,32,337,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,168.15620862600002,None,168.15620862600002,None,168.15620862600002,None,space,1.3094753820000165,space,4.47592381100003,169.49000945699999,None,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.038076391,None,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
18,0,18,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
18,0,18,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.107679916,None,space,4.868453338999984,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
18,0,18,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,1.1159196699999825,16,30,You got it!,1,16,353,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.252792157,None,213.252792157,None,213.252792157,None,space,0.591307879999988,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
19,0,19,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,1.1287273489999734,14,30,You did not get it!,30,32,353,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.11883369499998,None,246.11883369499998,None,246.11883369499998,None,space,1.0180540250000263,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
20,0,20,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.6935045679999803,16,30,You got it!,1,16,369,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.97876943199998,None,249.97876943199998,None,249.97876943199998,None,space,1.5257290069999954,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
21,0,21,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,1.3448480239999867,14,30,You did not get it!,30,32,369,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.996138891,None,283.996138891,None,283.996138891,None,space,1.4337455080000154,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
22,0,22,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,2.247455187000014,16,30,You got it!,1,16,385,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.822538847,None,289.822538847,None,289.822538847,None,space,1.1590149499999711,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
23,0,23,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.6296364030000063,15,30,You got it!,30,32,417,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.76565390400003,None,322.76565390400003,None,322.76565390400003,None,space,1.2757433960000526,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
24,0,24,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0.694798019000018,16,30,You got it!,1,16,433,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,326.90016640199997,None,326.90016640199997,None,326.90016640199997,None,space,1.775416727999982,space,0.7910187070000347,328.70079228099996,None,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
25,0,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.559084729,None,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
25,0,25,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
25,0,25,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.62656197599995,None,space,10.63708228500002,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
25,0,25,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,1,1.4677106609999555,16,7,You got it!,1,16,449,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.85726019699996,None,351.85726019699996,None,351.85726019699996,None,space,7.243366030999937,,,,,,,,,,,,001,2021_мар_10_1323,discounting_block,2020.2.10,59.947364774988976,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7805935930000487,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
